X,Y,Numerical Solution (in K)
0.78,0.77,99.9405
0.78,0.78,99.9428
0.78,0.79,99.9453
0.78,0.8,99.9477
0.78,0.81,99.9502
0.78,0.82,99.9527
0.78,0.83,99.9553
0.78,0.84,99.9578
0.78,0.85,99.9604
0.78,0.86,99.963
0.78,0.87,99.9657
0.78,0.88,99.9683
0.78,0.89,99.971
0.78,0.9,99.9736
0.78,0.91,99.9763
0.78,0.92,99.9789
0.78,0.93,99.9816
0.78,0.94,99.9843
0.78,0.95,99.9869
0.78,0.96,99.9896
0.78,0.97,99.9922
0.78,0.98,99.9948
0.78,0.99,99.9974
0.78,1,100
0.79,0,100
0.79,0.01,99.9965
0.79,0.02,99.9929
0.79,0.03,99.9894
0.79,0.04,99.986
0.79,0.05,99.9826
0.79,0.06,99.9792
0.79,0.07,99.9758
0.79,0.08,99.9725
0.79,0.09,99.9693
0.79,0.1,99.9661
0.79,0.11,99.963
0.79,0.12,99.9599
0.79,0.13,99.9569
0.79,0.14,99.9539
0.79,0.15,99.951
0.79,0.16,99.9482
0.79,0.17,99.9454
0.79,0.18,99.9428
0.79,0.19,99.9402
0.79,0.2,99.9376
0.79,0.21,99.9352
0.79,0.22,99.9328
0.79,0.23,99.9305
0.79,0.24,99.9283
0.79,0.25,99.9262
0.79,0.26,99.9242
0.79,0.27,99.9223
0.79,0.28,99.9204
0.79,0.29,99.9187
0.79,0.3,99.917
0.79,0.31,99.9154
0.79,0.32,99.914
0.79,0.33,99.9126
0.79,0.34,99.9113
0.79,0.35,99.9102
0.79,0.36,99.9091
0.79,0.37,99.9081
0.79,0.38,99.9072
0.79,0.39,99.9065
0.79,0.4,99.9058
0.79,0.41,99.9052
0.79,0.42,99.9047
0.79,0.43,99.9043
0.79,0.44,99.9041
0.79,0.45,99.9039
0.79,0.46,99.9038
0.79,0.47,99.9038
0.79,0.48,99.9039
0.79,0.49,99.9041
0.79,0.5,99.9044
0.79,0.51,99.9048
0.79,0.52,99.9053
0.79,0.53,99.9059
0.79,0.54,99.9066
0.79,0.55,99.9073
0.79,0.56,99.9082
0.79,0.57,99.9091
0.79,0.58,99.9101
0.79,0.59,99.9112
0.79,0.6,99.9124
0.79,0.61,99.9137
0.79,0.62,99.915
0.79,0.63,99.9164
0.79,0.64,99.9179
0.79,0.65,99.9195
0.79,0.66,99.9211
0.79,0.67,99.9228
0.79,0.68,99.9246
0.79,0.69,99.9264
0.79,0.7,99.9283
0.79,0.71,99.9302
0.79,0.72,99.9322
0.79,0.73,99.9343
0.79,0.74,99.9364
0.79,0.75,99.9386
0.79,0.76,99.9407
0.79,0.77,99.943
0.79,0.78,99.9453
0.79,0.79,99.9476
0.79,0.8,99.9499
0.79,0.81,99.9523
0.79,0.82,99.9547
0.79,0.83,99.9572
0.79,0.84,99.9596
0.79,0.85,99.9621
0.79,0.86,99.9646
0.79,0.87,99.9671
0.79,0.88,99.9697
0.79,0.89,99.9722
0.79,0.9,99.9747
0.79,0.91,99.9773
0.79,0.92,99.9798
0.79,0.93,99.9824
0.79,0.94,99.9849
0.79,0.95,99.9875
0.79,0.96,99.99
0.79,0.97,99.9925
0.79,0.98,99.995
0.79,0.99,99.9975
0.79,1,100
0.8,0,100
0.8,0.01,99.9966
0.8,0.02,99.9932
0.8,0.03,99.9899
0.8,0.04,99.9866
0.8,0.05,99.9833
0.8,0.06,99.9801
0.8,0.07,99.9769
0.8,0.08,99.9738
0.8,0.09,99.9707
0.8,0.1,99.9676
0.8,0.11,99.9646
0.8,0.12,99.9617
0.8,0.13,99.9588
0.8,0.14,99.9559
0.8,0.15,99.9532
0.8,0.16,99.9505
0.8,0.17,99.9478
0.8,0.18,99.9453
0.8,0.19,99.9428
0.8,0.2,99.9404
0.8,0.21,99.938
0.8,0.22,99.9358
0.8,0.23,99.9336
0.8,0.24,99.9315
0.8,0.25,99.9295
0.8,0.26,99.9275
0.8,0.27,99.9257
0.8,0.28,99.9239
0.8,0.29,99.9223
0.8,0.3,99.9207
0.8,0.31,99.9192
0.8,0.32,99.9178
0.8,0.33,99.9165
0.8,0.34,99.9153
0.8,0.35,99.9141
0.8,0.36,99.9131
0.8,0.37,99.9122
0.8,0.38,99.9113
0.8,0.39,99.9106
0.8,0.4,99.91
0.8,0.41,99.9094
0.8,0.42,99.909
0.8,0.43,99.9086
0.8,0.44,99.9083
0.8,0.45,99.9081
0.8,0.46,99.9081
0.8,0.47,99.9081
0.8,0.48,99.9082
0.8,0.49,99.9084
0.8,0.5,99.9087
0.8,0.51,99.9091
0.8,0.52,99.9095
0.8,0.53,99.9101
0.8,0.54,99.9107
0.8,0.55,99.9115
0.8,0.56,99.9123
0.8,0.57,99.9132
0.8,0.58,99.9141
0.8,0.59,99.9152
0.8,0.6,99.9163
0.8,0.61,99.9175
0.8,0.62,99.9188
0.8,0.63,99.9202
0.8,0.64,99.9216
0.8,0.65,99.9231
0.8,0.66,99.9246
0.8,0.67,99.9263
0.8,0.68,99.928
0.8,0.69,99.9297
0.8,0.7,99.9315
0.8,0.71,99.9334
0.8,0.72,99.9353
0.8,0.73,99.9372
0.8,0.74,99.9392
0.8,0.75,99.9413
0.8,0.76,99.9434
0.8,0.77,99.9455
0.8,0.78,99.9477
0.8,0.79,99.9499
0.8,0.8,99.9522
0.8,0.81,99.9545
0.8,0.82,99.9568
0.8,0.83,99.9591
0.8,0.84,99.9614
0.8,0.85,99.9638
0.8,0.86,99.9662
0.8,0.87,99.9686
0.8,0.88,99.971
0.8,0.89,99.9734
0.8,0.9,99.9759
0.8,0.91,99.9783
0.8,0.92,99.9807
0.8,0.93,99.9832
0.8,0.94,99.9856
0.8,0.95,99.988
0.8,0.96,99.9905
0.8,0.97,99.9929
0.8,0.98,99.9953
0.8,0.99,99.9976
0.8,1,100
0.81,0,100
0.81,0.01,99.9968
0.81,0.02,99.9936
0.81,0.03,99.9904
0.81,0.04,99.9872
0.81,0.05,99.9841
0.81,0.06,99.981
0.81,0.07,99.978
0.81,0.08,99.975
0.81,0.09,99.972
0.81,0.1,99.9691
0.81,0.11,99.9663
0.81,0.12,99.9635
0.81,0.13,99.9607
0.81,0.14,99.958
0.81,0.15,99.9554
0.81,0.16,99.9528
0.81,0.17,99.9503
0.81,0.18,99.9479
0.81,0.19,99.9455
0.81,0.2,99.9432
0.81,0.21,99.9409
0.81,0.22,99.9388
0.81,0.23,99.9367
0.81,0.24,99.9347
0.81,0.25,99.9328
0.81,0.26,99.9309
0.81,0.27,99.9292
0.81,0.28,99.9275
0.81,0.29,99.9259
0.81,0.3,99.9244
0.81,0.31,99.923
0.81,0.32,99.9217
0.81,0.33,99.9204
0.81,0.34,99.9193
0.81,0.35,99.9182
0.81,0.36,99.9172
0.81,0.37,99.9163
0.81,0.38,99.9155
0.81,0.39,99.9148
0.81,0.4,99.9142
0.81,0.41,99.9137
0.81,0.42,99.9132
0.81,0.43,99.9129
0.81,0.44,99.9126
0.81,0.45,99.9125
0.81,0.46,99.9124
0.81,0.47,99.9124
0.81,0.48,99.9125
0.81,0.49,99.9127
0.81,0.5,99.913
0.81,0.51,99.9134
0.81,0.52,99.9138
0.81,0.53,99.9143
0.81,0.54,99.9149
0.81,0.55,99.9156
0.81,0.56,99.9164
0.81,0.57,99.9173
0.81,0.58,99.9182
0.81,0.59,99.9192
0.81,0.6,99.9203
0.81,0.61,99.9214
0.81,0.62,99.9227
0.81,0.63,99.9239
0.81,0.64,99.9253
0.81,0.65,99.9267
0.81,0.66,99.9282
0.81,0.67,99.9298
0.81,0.68,99.9314
0.81,0.69,99.933
0.81,0.7,99.9348
0.81,0.71,99.9365
0.81,0.72,99.9383
0.81,0.73,99.9402
0.81,0.74,99.9421
0.81,0.75,99.9441
0.81,0.76,99.9461
0.81,0.77,99.9481
0.81,0.78,99.9502
0.81,0.79,99.9523
0.81,0.8,99.9545
0.81,0.81,99.9566
0.81,0.82,99.9588
0.81,0.83,99.961
0.81,0.84,99.9633
0.81,0.85,99.9655
0.81,0.86,99.9678
0.81,0.87,99.9701
0.81,0.88,99.9724
0.81,0.89,99.9747
0.81,0.9,99.977
0.81,0.91,99.9793
0.81,0.92,99.9817
0.81,0.93,99.984
0.81,0.94,99.9863
0.81,0.95,99.9886
0.81,0.96,99.9909
0.81,0.97,99.9932
0.81,0.98,99.9955
0.81,0.99,99.9978
0.81,1,100
0.82,0,100
0.82,0.01,99.9969
0.82,0.02,99.9939
0.82,0.03,99.9909
0.82,0.04,99.9879
0.82,0.05,99.9849
0.82,0.06,99.982
0.82,0.07,99.9791
0.82,0.08,99.9762
0.82,0.09,99.9734
0.82,0.1,99.9707
0.82,0.11,99.9679
0.82,0.12,99.9653
0.82,0.13,99.9627
0.82,0.14,99.9601
0.82,0.15,99.9576
0.82,0.16,99.9552
0.82,0.17,99.9528
0.82,0.18,99.9505
0.82,0.19,99.9482
0.82,0.2,99.946
0.82,0.21,99.9439
0.82,0.22,99.9418
0.82,0.23,99.9399
0.82,0.24,99.938
0.82,0.25,99.9361
0.82,0.26,99.9344
0.82,0.27,99.9327
0.82,0.28,99.9311
0.82,0.29,99.9296
0.82,0.3,99.9282
0.82,0.31,99.9268
0.82,0.32,99.9256
0.82,0.33,99.9244
0.82,0.34,99.9233
0.82,0.35,99.9223
0.82,0.36,99.9214
0.82,0.37,99.9205
0.82,0.38,99.9198
0.82,0.39,99.9191
0.82,0.4,99.9185
0.82,0.41,99.918
0.82,0.42,99.9176
0.82,0.43,99.9173
0.82,0.44,99.917
0.82,0.45,99.9169
0.82,0.46,99.9168
0.82,0.47,99.9168
0.82,0.48,99.9169
0.82,0.49,99.9171
0.82,0.5,99.9174
0.82,0.51,99.9177
0.82,0.52,99.9181
0.82,0.53,99.9186
0.82,0.54,99.9192
0.82,0.55,99.9199
0.82,0.56,99.9206
0.82,0.57,99.9214
0.82,0.58,99.9223
0.82,0.59,99.9233
0.82,0.6,99.9243
0.82,0.61,99.9254
0.82,0.62,99.9266
0.82,0.63,99.9278
0.82,0.64,99.9291
0.82,0.65,99.9304
0.82,0.66,99.9318
0.82,0.67,99.9333
0.82,0.68,99.9348
0.82,0.69,99.9364
0.82,0.7,99.938
0.82,0.71,99.9397
0.82,0.72,99.9415
0.82,0.73,99.9432
0.82,0.74,99.9451
0.82,0.75,99.9469
0.82,0.76,99.9488
0.82,0.77,99.9508
0.82,0.78,99.9527
0.82,0.79,99.9547
0.82,0.8,99.9568
0.82,0.81,99.9588
0.82,0.82,99.9609
0.82,0.83,99.963
0.82,0.84,99.9651
0.82,0.85,99.9673
0.82,0.86,99.9694
0.82,0.87,99.9716
0.82,0.88,99.9738
0.82,0.89,99.976
0.82,0.9,99.9782
0.82,0.91,99.9804
0.82,0.92,99.9826
0.82,0.93,99.9848
0.82,0.94,99.987
0.82,0.95,99.9892
0.82,0.96,99.9914
0.82,0.97,99.9936
0.82,0.98,99.9957
0.82,0.99,99.9979
0.82,1,100
0.83,0,100
0.83,0.01,99.9971
0.83,0.02,99.9942
0.83,0.03,99.9913
0.83,0.04,99.9885
0.83,0.05,99.9857
0.83,0.06,99.9829
0.83,0.07,99.9802
0.83,0.08,99.9775
0.83,0.09,99.9748
0.83,0.1,99.9722
0.83,0.11,99.9696
0.83,0.12,99.9671
0.83,0.13,99.9646
0.83,0.14,99.9622
0.83,0.15,99.9599
0.83,0.16,99.9575
0.83,0.17,99.9553
0.83,0.18,99.9531
0.83,0.19,99.951
0.83,0.2,99.9489
0.83,0.21,99.9469
0.83,0.22,99.9449
0.83,0.23,99.9431
0.83,0.24,99.9413
0.83,0.25,99.9395
0.83,0.26,99.9379
0.83,0.27,99.9363
0.83,0.28,99.9348
0.83,0.29,99.9334
0.83,0.3,99.932
0.83,0.31,99.9307
0.83,0.32,99.9295
0.83,0.33,99.9284
0.83,0.34,99.9274
0.83,0.35,99.9264
0.83,0.36,99.9255
0.83,0.37,99.9248
0.83,0.38,99.924
0.83,0.39,99.9234
0.83,0.4,99.9229
0.83,0.41,99.9224
0.83,0.42,99.922
0.83,0.43,99.9217
0.83,0.44,99.9215
0.83,0.45,99.9213
0.83,0.46,99.9212
0.83,0.47,99.9213
0.83,0.48,99.9214
0.83,0.49,99.9215
0.83,0.5,99.9218
0.83,0.51,99.9221
0.83,0.52,99.9225
0.83,0.53,99.923
0.83,0.54,99.9235
0.83,0.55,99.9242
0.83,0.56,99.9249
0.83,0.57,99.9256
0.83,0.58,99.9265
0.83,0.59,99.9274
0.83,0.6,99.9284
0.83,0.61,99.9294
0.83,0.62,99.9305
0.83,0.63,99.9317
0.83,0.64,99.9329
0.83,0.65,99.9342
0.83,0.66,99.9355
0.83,0.67,99.9369
0.83,0.68,99.9383
0.83,0.69,99.9398
0.83,0.7,99.9414
0.83,0.71,99.943
0.83,0.72,99.9446
0.83,0.73,99.9463
0.83,0.74,99.948
0.83,0.75,99.9498
0.83,0.76,99.9516
0.83,0.77,99.9534
0.83,0.78,99.9553
0.83,0.79,99.9572
0.83,0.8,99.9591
0.83,0.81,99.961
0.83,0.82,99.963
0.83,0.83,99.965
0.83,0.84,99.967
0.83,0.85,99.969
0.83,0.86,99.9711
0.83,0.87,99.9731
0.83,0.88,99.9752
0.83,0.89,99.9773
0.83,0.9,99.9794
0.83,0.91,99.9815
0.83,0.92,99.9835
0.83,0.93,99.9856
0.83,0.94,99.9877
0.83,0.95,99.9898
0.83,0.96,99.9918
0.83,0.97,99.9939
0.83,0.98,99.996
0.83,0.99,99.998
0.83,1,100
0.84,0,100
0.84,0.01,99.9973
0.84,0.02,99.9945
0.84,0.03,99.9918
0.84,0.04,99.9892
0.84,0.05,99.9865
0.84,0.06,99.9839
0.84,0.07,99.9813
0.84,0.08,99.9788
0.84,0.09,99.9763
0.84,0.1,99.9738
0.84,0.11,99.9714
0.84,0.12,99.969
0.84,0.13,99.9667
0.84,0.14,99.9644
0.84,0.15,99.9621
0.84,0.16,99.9599
0.84,0.17,99.9578
0.84,0.18,99.9558
0.84,0.19,99.9537
0.84,0.2,99.9518
0.84,0.21,99.9499
0.84,0.22,99.9481
0.84,0.23,99.9463
0.84,0.24,99.9446
0.84,0.25,99.943
0.84,0.26,99.9414
0.84,0.27,99.9399
0.84,0.28,99.9385
0.84,0.29,99.9372
0.84,0.3,99.9359
0.84,0.31,99.9347
0.84,0.32,99.9336
0.84,0.33,99.9325
0.84,0.34,99.9315
0.84,0.35,99.9306
0.84,0.36,99.9298
0.84,0.37,99.929
0.84,0.38,99.9284
0.84,0.39,99.9278
0.84,0.4,99.9272
0.84,0.41,99.9268
0.84,0.42,99.9264
0.84,0.43,99.9262
0.84,0.44,99.9259
0.84,0.45,99.9258
0.84,0.46,99.9257
0.84,0.47,99.9258
0.84,0.48,99.9258
0.84,0.49,99.926
0.84,0.5,99.9262
0.84,0.51,99.9266
0.84,0.52,99.9269
0.84,0.53,99.9274
0.84,0.54,99.9279
0.84,0.55,99.9285
0.84,0.56,99.9292
0.84,0.57,99.9299
0.84,0.58,99.9307
0.84,0.59,99.9315
0.84,0.6,99.9325
0.84,0.61,99.9334
0.84,0.62,99.9345
0.84,0.63,99.9356
0.84,0.64,99.9367
0.84,0.65,99.9379
0.84,0.66,99.9392
0.84,0.67,99.9405
0.84,0.68,99.9419
0.84,0.69,99.9433
0.84,0.7,99.9447
0.84,0.71,99.9462
0.84,0.72,99.9478
0.84,0.73,99.9494
0.84,0.74,99.951
0.84,0.75,99.9527
0.84,0.76,99.9544
0.84,0.77,99.9561
0.84,0.78,99.9578
0.84,0.79,99.9596
0.84,0.8,99.9614
0.84,0.81,99.9633
0.84,0.82,99.9651
0.84,0.83,99.967
0.84,0.84,99.9689
0.84,0.85,99.9708
0.84,0.86,99.9728
0.84,0.87,99.9747
0.84,0.88,99.9766
0.84,0.89,99.9786
0.84,0.9,99.9806
0.84,0.91,99.9825
0.84,0.92,99.9845
0.84,0.93,99.9865
0.84,0.94,99.9884
0.84,0.95,99.9904
0.84,0.96,99.9923
0.84,0.97,99.9943
0.84,0.98,99.9962
0.84,0.99,99.9981
0.84,1,100
0.85,0,100
0.85,0.01,99.9974
0.85,0.02,99.9949
0.85,0.03,99.9923
0.85,0.04,99.9898
0.85,0.05,99.9873
0.85,0.06,99.9849
0.85,0.07,99.9825
0.85,0.08,99.9801
0.85,0.09,99.9777
0.85,0.1,99.9754
0.85,0.11,99.9731
0.85,0.12,99.9709
0.85,0.13,99.9687
0.85,0.14,99.9665
0.85,0.15,99.9644
0.85,0.16,99.9624
0.85,0.17,99.9604
0.85,0.18,99.9584
0.85,0.19,99.9566
0.85,0.2,99.9547
0.85,0.21,99.9529
0.85,0.22,99.9512
0.85,0.23,99.9496
0.85,0.24,99.948
0.85,0.25,99.9465
0.85,0.26,99.945
0.85,0.27,99.9436
0.85,0.28,99.9423
0.85,0.29,99.941
0.85,0.3,99.9398
0.85,0.31,99.9387
0.85,0.32,99.9376
0.85,0.33,99.9366
0.85,0.34,99.9357
0.85,0.35,99.9348
0.85,0.36,99.9341
0.85,0.37,99.9334
0.85,0.38,99.9327
0.85,0.39,99.9322
0.85,0.4,99.9317
0.85,0.41,99.9313
0.85,0.42,99.9309
0.85,0.43,99.9307
0.85,0.44,99.9305
0.85,0.45,99.9303
0.85,0.46,99.9303
0.85,0.47,99.9303
0.85,0.48,99.9304
0.85,0.49,99.9305
0.85,0.5,99.9308
0.85,0.51,99.931
0.85,0.52,99.9314
0.85,0.53,99.9318
0.85,0.54,99.9323
0.85,0.55,99.9329
0.85,0.56,99.9335
0.85,0.57,99.9342
0.85,0.58,99.9349
0.85,0.59,99.9357
0.85,0.6,99.9366
0.85,0.61,99.9375
0.85,0.62,99.9385
0.85,0.63,99.9395
0.85,0.64,99.9406
0.85,0.65,99.9417
0.85,0.66,99.9429
0.85,0.67,99.9442
0.85,0.68,99.9454
0.85,0.69,99.9468
0.85,0.7,99.9481
0.85,0.71,99.9495
0.85,0.72,99.951
0.85,0.73,99.9525
0.85,0.74,99.954
0.85,0.75,99.9556
0.85,0.76,99.9572
0.85,0.77,99.9588
0.85,0.78,99.9604
0.85,0.79,99.9621
0.85,0.8,99.9638
0.85,0.81,99.9655
0.85,0.82,99.9673
0.85,0.83,99.969
0.85,0.84,99.9708
0.85,0.85,99.9726
0.85,0.86,99.9744
0.85,0.87,99.9763
0.85,0.88,99.9781
0.85,0.89,99.9799
0.85,0.9,99.9818
0.85,0.91,99.9836
0.85,0.92,99.9854
0.85,0.93,99.9873
0.85,0.94,99.9891
0.85,0.95,99.991
0.85,0.96,99.9928
0.85,0.97,99.9946
0.85,0.98,99.9964
0.85,0.99,99.9982
0.85,1,100
0.86,0,100
0.86,0.01,99.9976
0.86,0.02,99.9952
0.86,0.03,99.9928
0.86,0.04,99.9905
0.86,0.05,99.9882
0.86,0.06,99.9859
0.86,0.07,99.9836
0.86,0.08,99.9814
0.86,0.09,99.9792
0.86,0.1,99.977
0.86,0.11,99.9749
0.86,0.12,99.9728
0.86,0.13,99.9707
0.86,0.14,99.9687
0.86,0.15,99.9668
0.86,0.16,99.9648
0.86,0.17,99.963
0.86,0.18,99.9612
0.86,0.19,99.9594
0.86,0.2,99.9577
0.86,0.21,99.956
0.86,0.22,99.9544
0.86,0.23,99.9529
0.86,0.24,99.9514
0.86,0.25,99.95
0.86,0.26,99.9486
0.86,0.27,99.9473
0.86,0.28,99.946
0.86,0.29,99.9448
0.86,0.3,99.9437
0.86,0.31,99.9427
0.86,0.32,99.9417
0.86,0.33,99.9408
0.86,0.34,99.9399
0.86,0.35,99.9391
0.86,0.36,99.9384
0.86,0.37,99.9377
0.86,0.38,99.9371
0.86,0.39,99.9366
0.86,0.4,99.9362
0.86,0.41,99.9358
0.86,0.42,99.9355
0.86,0.43,99.9352
0.86,0.44,99.935
0.86,0.45,99.9349
0.86,0.46,99.9349
0.86,0.47,99.9349
0.86,0.48,99.9349
0.86,0.49,99.9351
0.86,0.5,99.9353
0.86,0.51,99.9356
0.86,0.52,99.9359
0.86,0.53,99.9363
0.86,0.54,99.9368
0.86,0.55,99.9373
0.86,0.56,99.9379
0.86,0.57,99.9385
0.86,0.58,99.9392
0.86,0.59,99.94
0.86,0.6,99.9408
0.86,0.61,99.9416
0.86,0.62,99.9425
0.86,0.63,99.9435
0.86,0.64,99.9445
0.86,0.65,99.9456
0.86,0.66,99.9467
0.86,0.67,99.9478
0.86,0.68,99.949
0.86,0.69,99.9503
0.86,0.7,99.9515
0.86,0.71,99.9529
0.86,0.72,99.9542
0.86,0.73,99.9556
0.86,0.74,99.957
0.86,0.75,99.9585
0.86,0.76,99.96
0.86,0.77,99.9615
0.86,0.78,99.963
0.86,0.79,99.9646
0.86,0.8,99.9662
0.86,0.81,99.9678
0.86,0.82,99.9694
0.86,0.83,99.9711
0.86,0.84,99.9728
0.86,0.85,99.9744
0.86,0.86,99.9761
0.86,0.87,99.9778
0.86,0.88,99.9795
0.86,0.89,99.9812
0.86,0.9,99.983
0.86,0.91,99.9847
0.86,0.92,99.9864
0.86,0.93,99.9881
0.86,0.94,99.9898
0.86,0.95,99.9916
0.86,0.96,99.9933
0.86,0.97,99.995
0.86,0.98,99.9967
0.86,0.99,99.9983
0.86,1,100
0.87,0,100
0.87,0.01,99.9978
0.87,0.02,99.9955
0.87,0.03,99.9933
0.87,0.04,99.9912
0.87,0.05,99.989
0.87,0.06,99.9869
0.87,0.07,99.9847
0.87,0.08,99.9827
0.87,0.09,99.9806
0.87,0.1,99.9786
0.87,0.11,99.9766
0.87,0.12,99.9747
0.87,0.13,99.9728
0.87,0.14,99.9709
0.87,0.15,99.9691
0.87,0.16,99.9673
0.87,0.17,99.9656
0.87,0.18,99.9639
0.87,0.19,99.9623
0.87,0.2,99.9607
0.87,0.21,99.9591
0.87,0.22,99.9576
0.87,0.23,99.9562
0.87,0.24,99.9548
0.87,0.25,99.9535
0.87,0.26,99.9522
0.87,0.27,99.951
0.87,0.28,99.9498
0.87,0.29,99.9487
0.87,0.3,99.9477
0.87,0.31,99.9467
0.87,0.32,99.9458
0.87,0.33,99.9449
0.87,0.34,99.9441
0.87,0.35,99.9434
0.87,0.36,99.9427
0.87,0.37,99.9421
0.87,0.38,99.9416
0.87,0.39,99.9411
0.87,0.4,99.9407
0.87,0.41,99.9403
0.87,0.42,99.94
0.87,0.43,99.9398
0.87,0.44,99.9396
0.87,0.45,99.9395
0.87,0.46,99.9395
0.87,0.47,99.9395
0.87,0.48,99.9395
0.87,0.49,99.9397
0.87,0.5,99.9399
0.87,0.51,99.9401
0.87,0.52,99.9404
0.87,0.53,99.9408
0.87,0.54,99.9412
0.87,0.55,99.9417
0.87,0.56,99.9423
0.87,0.57,99.9429
0.87,0.58,99.9435
0.87,0.59,99.9442
0.87,0.6,99.945
0.87,0.61,99.9458
0.87,0.62,99.9466
0.87,0.63,99.9475
0.87,0.64,99.9484
0.87,0.65,99.9494
0.87,0.66,99.9505
0.87,0.67,99.9515
0.87,0.68,99.9526
0.87,0.69,99.9538
0.87,0.7,99.955
0.87,0.71,99.9562
0.87,0.72,99.9575
0.87,0.73,99.9588
0.87,0.74,99.9601
0.87,0.75,99.9614
0.87,0.76,99.9628
0.87,0.77,99.9642
0.87,0.78,99.9657
0.87,0.79,99.9671
0.87,0.8,99.9686
0.87,0.81,99.9701
0.87,0.82,99.9716
0.87,0.83,99.9731
0.87,0.84,99.9747
0.87,0.85,99.9763
0.87,0.86,99.9778
0.87,0.87,99.9794
0.87,0.88,99.981
0.87,0.89,99.9826
0.87,0.9,99.9842
0.87,0.91,99.9858
0.87,0.92,99.9874
0.87,0.93,99.989
0.87,0.94,99.9906
0.87,0.95,99.9922
0.87,0.96,99.9937
0.87,0.97,99.9953
0.87,0.98,99.9969
0.87,0.99,99.9985
0.87,1,100
0.88,0,100
0.88,0.01,99.9979
0.88,0.02,99.9959
0.88,0.03,99.9938
0.88,0.04,99.9918
0.88,0.05,99.9898
0.88,0.06,99.9879
0.88,0.07,99.9859
0.88,0.08,99.984
0.88,0.09,99.9821
0.88,0.1,99.9802
0.88,0.11,99.9784
0.88,0.12,99.9766
0.88,0.13,99.9749
0.88,0.14,99.9731
0.88,0.15,99.9714
0.88,0.16,99.9698
0.88,0.17,99.9682
0.88,0.18,99.9666
0.88,0.19,99.9651
0.88,0.2,99.9637
0.88,0.21,99.9622
0.88,0.22,99.9609
0.88,0.23,99.9595
0.88,0.24,99.9583
0.88,0.25,99.957
0.88,0.26,99.9559
0.88,0.27,99.9547
0.88,0.28,99.9537
0.88,0.29,99.9527
0.88,0.3,99.9517
0.88,0.31,99.9508
0.88,0.32,99.9499
0.88,0.33,99.9491
0.88,0.34,99.9484
0.88,0.35,99.9477
0.88,0.36,99.9471
0.88,0.37,99.9465
0.88,0.38,99.946
0.88,0.39,99.9456
0.88,0.4,99.9452
0.88,0.41,99.9449
0.88,0.42,99.9446
0.88,0.43,99.9444
0.88,0.44,99.9442
0.88,0.45,99.9441
0.88,0.46,99.9441
0.88,0.47,99.9441
0.88,0.48,99.9442
0.88,0.49,99.9443
0.88,0.5,99.9445
0.88,0.51,99.9447
0.88,0.52,99.945
0.88,0.53,99.9453
0.88,0.54,99.9457
0.88,0.55,99.9462
0.88,0.56,99.9467
0.88,0.57,99.9472
0.88,0.58,99.9478
0.88,0.59,99.9485
0.88,0.6,99.9492
0.88,0.61,99.9499
0.88,0.62,99.9507
0.88,0.63,99.9515
0.88,0.64,99.9524
0.88,0.65,99.9533
0.88,0.66,99.9543
0.88,0.67,99.9553
0.88,0.68,99.9563
0.88,0.69,99.9573
0.88,0.7,99.9584
0.88,0.71,99.9596
0.88,0.72,99.9607
0.88,0.73,99.9619
0.88,0.74,99.9632
0.88,0.75,99.9644
0.88,0.76,99.9657
0.88,0.77,99.967
0.88,0.78,99.9683
0.88,0.79,99.9697
0.88,0.8,99.971
0.88,0.81,99.9724
0.88,0.82,99.9738
0.88,0.83,99.9752
0.88,0.84,99.9766
0.88,0.85,99.9781
0.88,0.86,99.9795
0.88,0.87,99.981
0.88,0.88,99.9825
0.88,0.89,99.9839
0.88,0.9,99.9854
0.88,0.91,99.9869
0.88,0.92,99.9884
0.88,0.93,99.9898
0.88,0.94,99.9913
0.88,0.95,99.9928
0.88,0.96,99.9942
0.88,0.97,99.9957
0.88,0.98,99.9971
0.88,0.99,99.9986
0.88,1,100
0.89,0,100
0.89,0.01,99.9981
0.89,0.02,99.9962
0.89,0.03,99.9944
0.89,0.04,99.9925
0.89,0.05,99.9907
0.89,0.06,99.9889
0.89,0.07,99.9871
0.89,0.08,99.9853
0.89,0.09,99.9836
0.89,0.1,99.9819
0.89,0.11,99.9802
0.89,0.12,99.9786
0.89,0.13,99.9769
0.89,0.14,99.9754
0.89,0.15,99.9738
0.89,0.16,99.9723
0.89,0.17,99.9708
0.89,0.18,99.9694
0.89,0.19,99.968
0.89,0.2,99.9667
0.89,0.21,99.9654
0.89,0.22,99.9641
0.89,0.23,99.9629
0.89,0.24,99.9617
0.89,0.25,99.9606
0.89,0.26,99.9595
0.89,0.27,99.9585
0.89,0.28,99.9575
0.89,0.29,99.9566
0.89,0.3,99.9557
0.89,0.31,99.9549
0.89,0.32,99.9541
0.89,0.33,99.9534
0.89,0.34,99.9527
0.89,0.35,99.9521
0.89,0.36,99.9515
0.89,0.37,99.951
0.89,0.38,99.9505
0.89,0.39,99.9501
0.89,0.4,99.9498
0.89,0.41,99.9495
0.89,0.42,99.9492
0.89,0.43,99.949
0.89,0.44,99.9489
0.89,0.45,99.9488
0.89,0.46,99.9487
0.89,0.47,99.9488
0.89,0.48,99.9488
0.89,0.49,99.9489
0.89,0.5,99.9491
0.89,0.51,99.9493
0.89,0.52,99.9496
0.89,0.53,99.9499
0.89,0.54,99.9503
0.89,0.55,99.9507
0.89,0.56,99.9511
